ZCTA	ghi
04563	3.8639998
04564	3.84
04568	3.912
04570	3.912
04571	3.936
04572	3.912
04573	3.936
04574	3.888
04575	3.8639998
04576	3.8639998
04578	3.912
04579	3.912
04605	3.768
04606	3.816
04607	3.912
33621	5.376
33624	5.184
37388	4.488
33625	5.184
37391	4.512
37394	4.4639997
37396	4.56
33626	5.184
37397	4.44
44653	3.9840002
62832	4.3919997
38334	4.56
54642	3.96
93432	5.592
93433	5.376
93434	5.4
93436	5.3519998
93437	5.2320004
93440	5.544
93441	5.544
93442	5.376
93444	5.4
93445	5.136
93446	5.592
93449	5.376
93450	5.4960003
93451	5.568
93452	5.4960003
93453	5.616
93454	5.4960003
93455	5.376
93458	5.3519998
93460	5.4960003
93461	5.616
93463	5.448
93465	5.472
93501	5.952
93505	5.952
93510	5.784
93512	5.52
93513	5.7359996
93514	5.616
93516	5.976
93517	5.592
93518	5.616
93519	5.8799996
93522	5.856
96814	5.472
96815	5.832
96816	5.472
96817	4.8
96818	5.7359996
96819	5.4240003
96821	3.84
96822	5.472
96825	5.7599998
96826	5.472
96850	5.4240003
96853	5.7359996
25918	4.248
25920	4.2
25921	4.224
25922	4.296
25928	4.224
25932	4.224
25936	4.152
25938	4.128
25942	4.176
25951	4.248
25958	4.128
25962	4.152
25969	4.2720003
25971	4.296
25972	4.128
25976	4.176
25977	4.176
25978	4.248
25979	4.2720003
25981	4.104
25984	4.128
25985	4.176
25989	4.248
26003	3.9840002
26030	3.9840002
26031	3.9840002
26032	3.9840002
26033	4.008
26034	3.96
26035	3.9840002
26036	3.9840002
26037	3.96
26038	3.9840002
26039	4.008
26040	4.008
26041	4.008
26047	3.96
26050	3.96
15210	3.96
15211	3.9840002
15212	3.9840002
15213	4.008
15214	4.008
15215	3.912
15216	3.9840002
15217	3.936
15218	3.936
15219	3.9840002
15220	3.9840002
15221	3.936
15222	3.9840002
15223	3.936
15224	3.936
15225	3.96
15226	3.9840002
15227	3.9840002
15228	3.9840002
15229	4.008
15232	4.008
15233	3.9840002
15234	3.9840002
15235	3.936
15236	3.9840002
04742	3.552
04743	3.576
04745	3.552
04746	3.552
04747	3.648
04750	3.576
04756	3.576
25311	4.104
25312	4.128
25313	4.128
25314	4.128
25315	4.128
25320	4.128
25401	4.2
25403	4.152
25404	4.176
25405	4.2
25411	4.128
25413	4.2
25414	4.248
25419	4.152
25420	4.2
25422	4.128
25425	4.224
25427	4.152
25428	4.2
25430	4.224
25431	4.08
25432	4.2
25434	4.152
25437	4.128
25438	4.224
25442	4.224
25443	4.2
25444	4.152
25446	4.224
25501	4.152
25502	4.152
25503	4.152
25504	4.176
25505	4.128
19066	4.176
19067	4.176
19070	4.176
48377	3.96
48380	3.936
48381	3.936
48382	3.96
48383	3.9840002
48386	3.96
48390	3.96
48393	3.9840002
48397	3.9840002
48401	3.888
48411	3.936
48412	3.912
48413	3.888
48414	3.936
48415	3.936
48416	3.936
48417	3.936
48418	3.936
48419	3.888
66438	4.4639997
66439	4.416
66440	4.44
66441	4.5360003
66442	4.5360003
66449	4.56
66451	4.512
66501	4.512
66502	4.5360003
66503	4.5360003
66506	4.512
66507	4.4639997
66508	4.488
66509	4.44
66510	4.488
66512	4.3919997
66514	4.56
01876	4.008
01879	3.9840002
01880	4.032
38680	4.6559997
38683	4.6080003
38685	4.6559997
38701	4.848
38702	4.8
38703	4.824
38704	4.848
38720	4.6559997
38721	4.8
38722	4.848
38723	4.872
38725	4.848
38726	4.824
38730	4.824
38731	4.872
38732	4.8
38736	4.8
38737	4.776
38738	4.776
38740	4.776
38744	4.848
38745	4.848
38746	4.776
38748	4.896
38749	4.824
38751	4.824
38753	4.848
38754	4.848
38756	4.848
38759	4.8
77464	4.92
77465	5.016
77466	4.92
77467	4.92
77468	4.92
77469	4.896
77470	4.896
77471	4.92
77473	4.872
77474	4.92
77475	4.896
77476	4.92
77477	4.92
77478	4.92
77479	4.872
44119	3.912
37912	4.512
62428	4.296
44120	3.912
62431	4.296
62432	4.296
44121	3.912
62433	4.296
62434	4.32
37914	4.512
62436	4.2720003
37915	4.512
62438	4.296
44122	3.912
79226	5.304
79227	5.2320004
79229	5.3519998
79230	5.208
79231	5.4
79233	5.304
79234	5.328
79235	5.448
79236	5.328
79237	5.2799997
79239	5.328
79240	5.2799997
79241	5.4240003
79243	5.4240003
79244	5.3519998
79245	5.2320004
79247	5.208
56533	3.888
56534	3.888
56535	3.7440002
56536	3.7919998
56537	3.888
56540	3.7440002
56541	3.768
56542	3.7440002
56543	3.8639998
56544	3.8639998
56545	3.768
56546	3.7919998
48138	3.936
48139	3.9840002
48140	4.032
48141	4.008
48143	3.9840002
25234	4.08
25235	4.104
25239	4.152
25241	4.152
25243	4.104
25244	4.128
25245	4.152
25247	4.152
25248	4.128
25251	4.104
25252	4.128
25253	4.128
25259	4.104
25260	4.152
25261	4.08
25262	4.128
25264	4.152
25265	4.128
25266	4.104
25267	4.08
25268	4.08
25270	4.104
25271	4.128
25275	4.128
25276	4.104
25285	4.104
25286	4.128
13321	3.7919998
13322	3.768
13323	3.768
13324	3.7440002
13325	3.7919998
13326	3.816
13327	3.696
13328	3.768
13329	3.816
13331	3.7440002
13332	3.816
13333	3.84
52651	4.176
31323	4.896
52653	4.152
31324	4.896
52654	4.2
52655	4.176
31326	4.872
52656	4.224
52657	4.2
52658	4.2
54643	3.936
38337	4.56
54644	3.96
62833	4.3440003
54645	4.008
38339	4.6080003
34476	5.064
62835	4.3919997
62836	4.416
54646	3.9840002
34479	5.064
54648	3.9840002
38340	4.56
34480	5.04
62837	4.3440003
44654	4.008
38341	4.512
38342	4.512
44656	3.9840002
62838	4.32
54650	3.936
54651	3.9840002
44657	3.96
54652	4.008
44659	4.008
34481	5.088
44661	4.032
54653	3.936
54654	4.032
15006	3.96
15007	3.936
15009	3.9840002
15010	3.936
15012	3.9840002
15014	3.96
51357	4.128
51358	4.104
51363	4.08
51364	4.104
51365	4.08
51366	4.128
51401	4.2
51430	4.2
47591	4.32
47596	4.296
47597	4.296
47598	4.2720003
47601	4.3440003
47610	4.32
47611	4.368
47612	4.368
47613	4.3440003
47615	4.3440003
47616	4.3440003
47619	4.32
47620	4.3919997
47630	4.3440003
47631	4.3919997
47633	4.368
47634	4.368
47635	4.3919997
47637	4.32
47638	4.368
47639	4.3440003
47640	4.32
47648	4.3440003
47649	4.32
01886	4.008
01887	4.008
01890	4.032
01901	4.0559998
01902	4.0559998
01904	4.0559998
01905	4.0559998
01906	4.0559998
01907	4.008
01908	3.96
26055	4.008
26056	3.96
26059	3.9840002
26060	4.008
26062	3.9840002
26070	3.9840002
26074	4.008
26075	4.008
26101	4.104
26104	4.104
26105	4.104
26133	4.104
26134	4.032
26136	4.0559998
26137	4.08
26138	4.08
26141	4.08
26142	4.08
26143	4.08
26146	4.0559998
26147	4.08
26148	4.08
26149	4.0559998
26150	4.104
26151	4.08
26152	4.08
26155	4.008
26159	4.032
26160	4.104
26161	4.08
26164	4.128
26167	4.032
26169	4.128
26170	4.0559998
26175	4.032
26178	4.08
26180	4.08
26181	4.08
26184	4.0559998
15237	3.96
15238	3.96
15239	3.96
15241	3.9840002
15243	3.9840002
15260	4.008
15290	3.9840002
15301	4.008
15310	4.008
15311	4.008
15312	3.9840002
15313	4.032
15314	4.008
15315	4.032
15316	4.032
15317	4.008
15320	4.008
15321	4.008
15322	4.008
15323	4.008
15324	4.008
59916	3.264
59917	3.576
59918	3.4559999
59919	3.7919998
59920	3.696
59922	3.576
59923	3.816
59925	3.7440002
59926	3.504
59927	3.4799998
33629	5.304
33634	5.2320004
33635	5.184
37398	4.5360003
33637	5.16
37402	4.5360003
37403	4.5360003
33647	5.136
37404	4.5360003
48420	3.912
48421	3.912
48422	3.8639998
48423	3.936
48426	3.936
48427	3.84
48428	3.936
48429	3.936
48430	3.936
48432	3.888
48433	3.936
48434	3.816
48435	3.912
48436	3.936
73011	4.9440002
71635	4.752
73012	4.872
71638	4.8
73013	4.824
71639	4.776
73014	4.9440002
71640	4.872
78613	5.04
78614	4.992
78615	5.016
78616	4.992
78617	4.968
78618	5.184
78619	4.992
78620	5.064
78621	4.992
78622	4.992
78623	5.04
78624	5.16
78626	5.04
78628	5.016
78629	5.016
78631	5.2320004
78632	4.992
78633	5.04
78634	5.04
78635	5.112
78636	5.088
78638	5.016
78639	5.088
78640	5.016
78641	5.088
78642	5.04
78643	5.112
78644	5.016
78645	4.992
78648	5.016
78650	4.992
78652	5.04
78653	4.992
78654	5.016
45647	4.104
45648	4.176
45650	4.152
43613	4.0559998
22949	4.3919997
22952	4.368
49861	3.72
22958	4.296
43614	4.032
22959	4.3919997
49862	3.7440002
49863	3.8639998
49864	3.696
22960	4.368
43615	4.032
49866	3.768
43616	4.0559998
43617	4.032
22963	4.3919997
22964	4.368
43619	4.008
66515	4.416
66516	4.416
66517	4.5360003
66518	4.4639997
66520	4.488
66521	4.4639997
66522	4.44
66523	4.512
66524	4.488
66526	4.512
66527	4.416
66528	4.488
66531	4.5360003
66532	4.3919997
66533	4.4639997
66534	4.44
66535	4.4639997
66536	4.44
66537	4.488
66538	4.44
66539	4.44
66540	4.44
68433	4.416
68434	4.3919997
68436	4.512
68437	4.3919997
68438	4.416
68439	4.3919997
68440	4.488
68441	4.416
68442	4.3919997
68443	4.416
68444	4.512
68445	4.4639997
62890	4.368
62891	4.368
62892	4.296
62893	4.368
38760	4.848
38761	4.776
38762	4.776
38764	4.824
38765	4.872
38767	4.776
38768	4.776
38769	4.824
38771	4.824
38772	4.824
38773	4.824
38774	4.8
38778	4.8
38781	4.8
38801	4.68
38804	4.68
38821	4.704
38824	4.6559997
38826	4.6559997
38827	4.632
38828	4.6559997
38829	4.632
38833	4.632
38834	4.632
37916	4.512
44123	3.96
44124	3.912
62439	4.32
37917	4.512
44125	3.912
62440	4.2720003
44126	4.008
44127	3.888
37918	4.512
44128	3.912
62441	4.248
44129	3.936
37919	4.512
62442	4.296
44130	3.936
62443	4.32
62444	4.2720003
44131	3.888
62445	4.296
79248	5.2799997
79250	5.4960003
79251	5.2799997
79252	5.184
79255	5.328
79256	5.328
79257	5.4240003
79258	5.4
79259	5.304
79261	5.2799997
79311	5.4960003
79312	5.544
79313	5.52
79314	5.6400003
79316	5.616
79322	5.4240003
79323	5.6640005
79324	5.592
79325	5.568
79326	5.52
79329	5.4960003
79330	5.4240003
79331	5.6400003
79336	5.568
79339	5.544
79342	5.6640005
79343	5.4960003
79344	5.6400003
79345	5.592
79346	5.616
79347	5.568
48144	4.0559998
48145	4.008
35150	4.752
48146	3.9840002
35151	4.752
48150	3.9840002
48152	3.9840002
48154	3.9840002
48157	3.912
35160	4.704
35171	4.8
35172	4.68
48158	4.008
48159	4.008
48160	3.9840002
35173	4.68
48161	4.008
35175	4.632
35176	4.704
35178	4.776
48162	4.008
48164	4.008
35179	4.6559997
48165	3.96
48166	4.032
35180	4.68
35183	4.752
48167	3.9840002
35184	4.752
48168	3.9840002
35186	4.752
13334	3.816
13335	3.7919998
13337	3.816
13338	3.72
13339	3.84
13340	3.768
13341	3.768
13342	3.7919998
13343	3.72
13345	3.7440002
13346	3.7919998
13348	3.84
13350	3.768
13352	3.7440002
13353	3.7440002
13354	3.7440002
13355	3.7440002
13357	3.816
13360	3.768
13361	3.816
13362	3.768
13363	3.7440002
13364	3.768
13365	3.768
13367	3.7440002
13368	3.72
13402	3.7919998
13403	3.72
13404	3.7919998
17362	4.152
17363	4.224
17364	4.176
17365	4.128
17366	4.176
17368	4.104
17370	4.128
31327	4.992
52659	4.176
31328	4.92
52660	4.2
52701	4.104
52720	4.152
52721	4.152
31329	4.848
31331	4.896
52722	4.128
52726	4.152
52727	4.128
52728	4.128
52729	4.152
52730	4.128
52731	4.128
31401	4.872
52732	4.128
52737	4.152
62839	4.32
62841	4.3919997
62842	4.32
62843	4.3440003
38343	4.584
54655	4.008
44662	3.9840002
34482	5.088
62844	4.368
34484	5.112
62846	4.3919997
62848	4.368
38344	4.5360003
62849	4.32
38345	4.5360003
38347	4.5360003
34488	4.992
62850	4.3440003
62851	4.368
62852	4.3440003
62853	4.3440003
54656	3.96
54657	4.032
38348	4.5360003
31784	5.04
31787	4.9440002
31788	5.04
31789	5.016
31790	5.016
31791	4.9440002
31792	4.9440002
31793	5.04
31794	5.04
31795	5.016
31796	4.92
31798	4.992
31801	4.824
31803	4.872
31804	4.824
31805	4.848
31806	4.848
31807	4.824
15015	3.936
15017	3.9840002
15018	3.936
15019	4.008
15020	4.008
15021	3.9840002
15022	4.032
15024	3.96
15025	4.008
15026	3.9840002
15027	3.888
15028	3.936
15030	3.9840002
15031	4.008
15033	3.96
63847	4.6080003
58413	4.008
58415	3.936
63848	4.584
63849	4.6080003
58416	3.7919998
58418	3.84
63851	4.56
58420	3.888
63852	4.6080003
63853	4.6080003
63855	4.6080003
58421	3.84
58422	3.84
58423	3.84
63857	4.632
63860	4.56
58424	3.912
63862	4.56
58425	3.816
58426	3.84
63863	4.584
58428	3.8639998
63866	4.56
58429	3.84
63867	4.5360003
58430	3.8639998
93523	6.048
93524	6.0
93526	5.6640005
93527	5.952
07204	4.128
20774	4.296
20776	4.32
20777	4.2720003
20778	4.32
07205	4.152
20779	4.32
07206	4.128
20781	4.2720003
01913	4.032
01915	4.032
01921	4.008
01922	4.032
01923	4.0559998
01929	4.0559998
01930	4.0559998
01937	4.0559998
01938	4.032
01940	4.0559998
01944	4.032
01945	4.032
01949	4.0559998
01950	4.032
01951	4.0559998
26187	4.08
26201	4.0559998
26202	4.104
26203	4.08
26205	4.08
26206	4.08
26208	4.032
26209	4.08
26215	4.0559998
26217	4.032
26218	4.0559998
26222	4.032
26224	4.032
26228	4.0559998
26230	4.032
26234	4.032
26236	4.032
26237	4.0559998
26238	4.0559998
26241	3.9840002
26250	4.08
26253	3.9840002
26254	4.0559998
26257	4.0559998
26259	4.032
26260	4.0559998
26261	4.08
26263	4.032
26264	4.08
26266	4.08
26267	4.0559998
26268	4.0559998
26269	3.96
26270	4.08
26271	4.008
26273	4.08
26275	4.032
26276	3.9840002
26278	4.0559998
26280	4.104
26282	4.008
15325	4.008
15327	4.032
15329	4.032
15330	4.008
15331	4.008
15332	3.9840002
15333	4.032
15334	4.032
15337	4.008
15338	4.032
15340	4.032
15341	4.032
15342	4.008
15344	4.008
15345	4.032
15346	4.008
15347	4.008
25506	4.176
25507	4.152
25508	4.128
25510	4.152
25511	4.176
25512	4.176
25514	4.176
25515	4.176
25517	4.176
25520	4.176
25521	4.152
25523	4.152
33701	5.256
37405	4.5360003
33702	5.2799997
37406	4.5360003
37407	4.56
33703	5.2799997
37408	4.5360003
37409	4.5360003
33704	5.2799997
37410	4.56
37411	4.56
33705	5.304
37412	4.56
33706	5.3519998
37415	4.5360003
37416	4.5360003
33707	5.328
37419	4.5360003
33708	5.4
37421	4.5360003
33709	5.4
33710	5.328
48437	3.912
48438	3.912
48439	3.936
48440	3.912
48441	3.816
48442	3.96
48444	3.936
48445	3.912
41839	4.224
48446	3.936
41840	4.224
41843	4.224
41844	4.224
41845	4.224
48449	3.936
41847	4.248
41848	4.224
41849	4.224
41855	4.248
48450	3.888
41858	4.224
41859	4.2
78655	5.016
78656	5.016
78657	5.088
78659	4.968
78660	5.016
78661	5.016
78662	4.9440002
78663	5.112
78664	5.04
85360	5.688
91506	5.472
91601	5.448
91602	5.448
85361	5.8079996
85362	5.7599998
91604	5.448
43620	4.0559998
22967	4.3440003
43623	4.032
22968	4.32
56274	3.912
56276	3.96
56277	3.9840002
56278	3.96
56279	3.936
56280	4.032
56281	3.96
56282	3.96
56283	4.008
56284	3.9840002
56285	3.9840002
56287	4.008
56288	3.888
56289	3.96
56291	4.032
56292	4.008
56293	4.008
56294	4.032
56295	3.96
56296	3.936
56297	4.008
56301	3.936
56303	3.912
56304	3.912
56307	3.912
56308	3.936
56309	3.84
56310	3.912
56311	3.912
56312	3.96
56313	3.888
62894	4.3440003
62895	4.368
62896	4.3919997
62897	4.3919997
62898	4.368
62899	4.3440003
62901	4.3919997
62902	4.3919997
62903	4.416
62905	4.3919997
62906	4.44
62907	4.416
62908	4.4639997
62910	4.44
62912	4.3919997
62914	4.4639997
62915	4.3919997
62916	4.3919997
62917	4.3919997
62918	4.3919997
62919	4.416
62920	4.416
62921	4.3919997
62922	4.3919997
62923	4.44
62924	4.416
62926	4.4639997
38838	4.632
38841	4.68
38843	4.6559997
38844	4.704
38846	4.632
38847	4.6559997
38848	4.704
38849	4.6559997
38850	4.68
38851	4.704
38852	4.632
38855	4.68
38856	4.632
38857	4.68
38858	4.68
38859	4.632
38860	4.7279997
38862	4.68
38863	4.68
38864	4.704
38865	4.6559997
38866	4.6559997
38868	4.704
38869	4.68
38870	4.704
38871	4.704
38873	4.6080003
38876	4.6559997
38878	4.7279997
38879	4.704
38901	4.776
38913	4.68
38914	4.7279997
38915	4.704
44132	3.96
62446	4.3440003
44133	3.936
37920	4.5360003
62447	4.296
44134	3.936
44135	3.96
44136	3.936
37921	4.512
62448	4.32
44137	3.888
79350	5.4960003
79351	5.544
79353	5.592
79355	5.6640005
79356	5.4240003
79357	5.472
79358	5.568
79359	5.6400003
79360	5.6640005
79363	5.544
79364	5.4960003
79366	5.52
79367	5.52
79369	5.4960003
79370	5.4
79371	5.544
79372	5.592
79373	5.568
79376	5.616
79377	5.616
79378	5.6400003
79379	5.592
79380	5.544
79381	5.544
79382	5.568
79401	5.4960003
35187	4.7279997
48169	3.96
35188	4.752
35203	4.704
48170	3.9840002
48173	4.008
35204	4.704
35205	4.68
48174	4.008
48176	4.008
48177	4.032
35206	4.704
48178	3.9840002
48179	4.008
35207	4.704
35208	4.704
48180	4.008
48182	4.032
35209	4.704
48183	4.008
48184	3.9840002
35210	4.704
48185	3.9840002
17371	4.176
17372	4.104
17401	4.128
17402	4.128
17403	4.152
17404	4.152
17406	4.176
17407	4.152
17408	4.152
17501	4.104
17502	4.176
17505	4.152
17507	4.104
17508	4.152
17509	4.176
17512	4.104
17516	4.152
17517	4.104
17518	4.2
17519	4.128
17520	4.152
17522	4.152
17527	4.176
17529	4.152
31404	4.896
52738	4.152
52739	4.152
52742	4.128
31405	4.872
52745	4.152
52746	4.152
52747	4.152
31406	4.872
52748	4.128
52749	4.176
52750	4.128
52751	4.152
52752	4.152
31407	4.872
52753	4.128
31408	4.872
31409	4.896
52754	4.152
52755	4.176
31410	4.968
52756	4.152
52757	4.104
54658	3.9840002
62854	4.3440003
62856	4.368
54659	3.936
34491	5.112
34498	5.208
44663	4.008
44666	3.9840002
62858	4.3440003
38351	4.5360003
38352	4.56
44667	3.9840002
44669	3.96
44670	3.96
44671	3.96
38355	4.5360003
54660	3.96
44672	3.936
62859	4.3919997
34601	5.136
62860	4.368
31808	4.824
31810	4.8
31811	4.824
31812	4.824
31814	4.848
31815	4.872
31816	4.776
55769	3.72
55771	3.696
55772	3.624
55775	3.7440002
55779	3.7919998
55780	3.7919998
55781	3.72
55782	3.7440002
55783	3.816
55784	3.7919998
55785	3.816
55786	3.768
55787	3.816
55790	3.72
55792	3.72
55793	3.768
55795	3.816
55797	3.7919998
55798	3.7919998
55802	3.696
55803	3.816
55804	3.816
55805	3.816
55806	3.7919998
55807	3.72
55808	3.816
15034	3.9840002
15035	3.936
15037	3.96
15038	4.008
15042	3.912
15043	3.9840002
15044	3.936
15045	3.9840002
15046	3.936
63868	4.5360003
58431	3.912
63869	4.4639997
63870	4.56
58433	3.936
58436	3.9840002
63873	4.584
63874	4.56
58438	3.84
63876	4.632
58439	4.008
58440	3.9840002
58441	3.96
63877	4.6080003
63878	4.56
63879	4.584
63880	4.584
63882	4.488
58442	3.936
58443	3.816
58444	3.84
58445	3.84
58448	3.816
58451	3.84
58452	3.816
58454	3.912
58455	3.8639998
58456	3.936
07208	4.152
07302	4.0559998
20782	4.248
07304	4.0559998
08054	4.152
08055	4.176
21550	4.032
08056	4.224
21555	4.104
08057	4.152
21557	4.0559998
08059	4.176
21561	4.08
21562	4.08
08060	4.176
08061	4.128
08062	4.296
01952	4.032
01960	4.0559998
01966	3.9840002
01969	4.032
01970	4.032
01982	4.032
01983	4.0559998
01984	4.032
01985	4.032
02019	4.032
02021	4.0559998
02025	4.0559998
02026	4.032
02030	4.032
02032	4.08
02035	4.0559998
02038	4.032
02043	4.08
02045	4.008
26283	3.9840002
26285	4.0559998
26287	3.9840002
07001	4.128
07002	4.08
20601	4.32
20602	4.3440003
07003	4.152
20603	4.32
07004	4.08
20606	4.368
20607	4.32
07005	4.104
20608	4.32
20609	4.3919997
20611	4.3440003
15348	4.008
15349	4.032
15350	4.008
15351	4.008
15352	4.032
15353	4.032
15357	4.008
15358	4.032
15359	4.032
15360	4.032
15361	4.008
15362	4.032
15363	4.008
37601	4.3919997
33711	5.328
33712	5.304
37604	4.44
37614	4.44
33713	5.3519998
37615	4.4639997
33714	5.3519998
37616	4.488
33715	5.3519998
33716	5.328
33744	5.4
37617	4.44
37618	4.368
33755	5.4
33756	5.4
33759	5.2799997
37620	4.368
33760	5.328
37640	4.368
33761	5.328
37641	4.4639997
33762	5.328
41861	4.2
48451	3.912
41862	4.224
48453	3.888
48454	3.888
48455	3.936
48456	3.912
48457	3.936
42001	4.4639997
48458	3.912
48460	3.936
48461	3.912
85363	5.784
91605	5.472
91606	5.448
91607	5.448
91608	5.448
91701	5.448
85364	5.904
91702	5.544
91706	5.3519998
91708	5.472
91709	5.4240003
91710	5.448
85365	5.952
91711	5.448
91722	5.3519998
56314	3.888
56315	3.912
56316	3.936
56318	3.912
56319	3.912
56320	3.96
56321	3.912
56323	3.936
56324	3.912
56325	3.936
56326	3.912
56327	3.912
56328	3.888
56329	3.888
56330	3.912
56331	3.912
56332	3.912
56334	3.936
56335	3.936
56336	3.888
56338	3.888
56339	3.912
56340	3.888
62927	4.368
62928	4.416
62930	4.416
62931	4.44
62932	4.368
62933	4.3919997
62934	4.368
62935	4.368
62938	4.44
62939	4.416
62940	4.3919997
62941	4.488
62942	4.3919997
62943	4.44
62946	4.3919997
62947	4.3919997
62948	4.3919997
62949	4.3919997
62950	4.3919997
62951	4.3919997
62952	4.44
62953	4.3919997
62954	4.368
62956	4.416
62957	4.416
62958	4.416
62959	4.3919997
62960	4.4639997
38916	4.7279997
38917	4.752
38920	4.7279997
38921	4.752
60177	4.08
60178	4.0559998
60180	4.0559998
60181	4.104
60184	4.08
42713	4.3440003
42715	4.32
48854	3.96
42716	4.3440003
39654	4.824
39656	4.848
39657	4.824
48855	3.936
48856	3.96
48857	3.936
42717	4.3440003
39661	4.824
39662	4.848
39663	4.848
39664	4.848
39665	4.824
42718	4.3440003
44138	3.96
62449	4.296
37922	4.512
44139	3.912
44140	3.96
37923	4.488
44141	3.912
37924	4.512
44142	3.96
62450	4.32
37931	4.512
44143	3.912
62451	4.296
62452	4.32
37932	4.512
79403	5.52
79404	5.52
79406	5.4960003
79407	5.544
79410	5.52
79411	5.4960003
79412	5.4960003
79413	5.52
48186	3.9840002
35211	4.704
48187	3.9840002
35212	4.68
35213	4.6559997
48188	3.9840002
48189	3.9840002
48105	3.9840002
40272	4.32
40280	4.2720003
60068	4.104
40291	4.2720003
60069	4.104
60070	4.08
17532	4.2
17535	4.2
17536	4.2
17538	4.128
17540	4.152
17543	4.152
17545	4.128
17547	4.128
17550	4.128
17551	4.176
17552	4.128
17554	4.152
17555	4.152
17557	4.152
17560	4.176
17562	4.2
17563	4.2
17565	4.2
17566	4.2
17569	4.104
17570	4.128
17572	4.152
17576	4.152
17578	4.104
17579	4.152
17581	4.128
52758	4.128
52760	4.176
31411	4.968
31415	4.824
31419	4.848
52761	4.128
52765	4.152
52766	4.152
52767	4.104
52768	4.152
52769	4.176
31501	4.968
52772	4.152
52773	4.128
52774	4.152
52776	4.152
52777	4.128
52778	4.176
52801	4.128
31503	4.968
47537	4.3440003
47541	4.3440003
56473	3.8639998
56474	3.8639998
47542	4.296
56475	3.912
56477	3.8639998
47546	4.296
47550	4.3440003
62861	4.368
38356	4.5360003
44675	3.96
34602	5.136
62862	4.368
38357	4.584
54661	3.936
34604	5.112
44676	4.032
44677	3.9840002
44678	3.9840002
54664	3.9840002
44680	3.9840002
34606	5.136
38358	4.5360003
54665	3.9840002
38359	4.56
44681	4.008
38361	4.56
55810	3.816
55811	3.816
55812	3.696
55814	3.816
55901	3.936
55902	3.9840002
55904	3.96
55905	3.96
55906	3.9840002
55909	4.008
55910	3.96
55912	4.008
55917	3.9840002
55918	3.9840002
55919	3.9840002
55920	3.96
55921	3.9840002
55922	4.008
55923	3.96
55924	3.96
55925	3.96
55926	3.9840002
55927	3.96
55929	3.96
55931	4.032
55932	3.96
55933	3.9840002
55934	3.96
55935	3.9840002
55936	3.9840002
55939	4.008
55940	3.9840002
55941	3.9840002
55943	3.96
55944	3.96
55945	3.96
55946	3.96
55947	3.9840002
15047	3.936
15049	3.936
15050	3.96
15051	3.96
15052	3.9840002
15053	4.008
15054	3.9840002
15055	3.9840002
15056	3.936
15057	3.9840002
15059	3.96
15060	3.9840002
58458	3.912
58460	3.96
63901	4.512
63902	4.488
58461	3.888
63932	4.584
58463	3.8639998
58464	3.816
63933	4.56
63934	4.44
58466	3.912
58467	3.912
58472	3.912
63935	4.512
63936	4.5360003
63937	4.512
58474	3.96
63939	4.5360003
58475	3.8639998
63940	4.56
63941	4.488
58476	3.8639998
63942	4.5360003
58477	3.888
63943	4.488
58478	3.888
58479	3.8639998
63944	4.488
63945	4.584
58480	3.8639998
63951	4.4639997
63952	4.4639997
58481	3.8639998
63953	4.6080003
63954	4.6080003
63955	4.5360003
58482	3.936
63956	4.4639997
58483	3.912
58484	3.816
58486	3.8639998
08063	4.176
08064	4.176
08065	4.104
08066	4.128
08067	4.152
08068	4.176
21601	4.368
21607	4.296
21610	4.32
08069	4.224
21612	4.3440003
08070	4.224
08071	4.224
08072	4.2720003
08073	4.152
08074	4.224
08075	4.176
21613	4.368
08077	4.128
21617	4.368
08078	4.176
02047	4.08
02048	4.032
02050	4.08
02052	4.032
02053	4.032
02054	4.032
02056	4.032
02061	4.0559998
02062	4.032
02066	4.08
02067	4.032
02071	4.0559998
02072	4.0559998
02081	4.0559998
02090	4.08
02093	4.08
20612	4.2720003
07006	4.08
07008	4.0559998
20613	4.32
07009	4.128
20615	4.368
20616	4.296
07010	4.128
20617	4.3440003
20618	4.416
20619	4.368
20620	4.368
20621	4.368
07011	4.104
07012	4.104
20622	4.368
15364	4.032
15366	4.008
15367	4.008
15368	4.008
15370	4.032
15376	4.008
15377	4.008
15378	4.008
15379	3.9840002
15380	4.032
15401	3.936
15410	4.008
15411	3.912
15412	4.008
15413	3.9840002
15417	4.008
15419	4.008
15420	3.9840002
15421	3.96
33763	5.328
37642	4.44
33764	5.376
33765	5.376
33767	5.328
37643	4.3440003
37645	4.416
33770	5.376
37650	4.32
33771	5.376
37656	4.488
37657	4.3919997
37658	4.3440003
33772	5.376
33773	5.4
33774	5.4
37659	4.416
33776	5.376
33777	5.4
33778	5.4
37660	4.4639997
33781	5.328
37663	4.44
33782	5.328
33785	5.328
33786	5.376
37664	4.44
37665	4.44
37680	4.296
33801	5.184
37681	4.512
48462	3.96
48463	3.912
48464	3.936
48465	3.84
35570	4.6559997
35571	4.6559997
35572	4.6559997
35574	4.704
35575	4.6559997
60426	4.104
35576	4.7279997
35577	4.6559997
60428	4.104
35578	4.6559997
35579	4.704
60429	4.104
35580	4.6559997
60430	4.104
35581	4.6559997
60431	4.104
35582	4.632
91723	5.328
85367	5.928
85371	5.8799996
91724	5.328
85373	5.784
91730	5.448
91731	5.4
85374	5.784
91732	5.304
91733	5.4
85375	5.784
85377	5.7599998
91737	5.448
91739	5.472
85379	5.8079996
91740	5.328
85381	5.7599998
91741	5.448
